Recording	Participant	TOI	Interval	Bin	Bin_duration	Category	AOI	Category	Decision	Total_duration_of_fixations
Recording1	Participant 1	Soup	1	15	1000	Meal	Ingredients	Ingredients		940
Recording1	Participant 1	Soup	1	16	1000	Meal	Ingredients	Ingredients		844
Recording1	Participant 1	Soup	1	17	1000	Meal	Ingredients	Ingredients		824
Recording1	Participant 1	Soup	1	18	1000	Meal	Ingredients	Ingredients		776
Recording1	Participant 1	Soup	1	19	1000	Meal	Ingredients	Ingredients		900
Recording1	Participant 1	Soup	1	20	1000	Meal	Ingredients	Ingredients		948
Recording1	Participant 1	Soup	1	21	1000	Meal	Ingredients	Ingredients		361
Recording1	Participant 1	Soup	1	22	1000	Meal	Ingredients	Ingredients		0
Recording1	Participant 1	Soup	1	23	1000	Meal	Ingredients	Ingredients		0
Recording1	Participant 1	Soup	1	24	1000	Meal	Ingredients	Ingredients		0
Recording1	Participant 1	Soup	1	25	1000	Meal	Ingredients	Ingredients		0
Recording1	Participant 1	Soup	1	26	1000	Meal	Ingredients	Ingredients		99
Recording1	Participant 1	Soup	1	27	1000	Meal	Ingredients	Ingredients		621
Recording1	Participant 1	Soup	1	28	1000	Meal	Ingredients	Ingredients		0
Recording1	Participant 1	Soup	1	29	11	Meal	Ingredients	Ingredients		0
Recording1	Participant 1	Soup	1	1	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	2	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	3	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	4	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	5	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	6	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	7	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	8	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	9	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	10	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	11	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	12	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	13	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	14	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	15	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	16	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	17	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	18	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	19	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	20	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	21	1000	Meal	Nutrition Label	Nutrition Label		471
Recording1	Participant 1	Soup	1	22	1000	Meal	Nutrition Label	Nutrition Label		936
Recording1	Participant 1	Soup	1	23	1000	Meal	Nutrition Label	Nutrition Label		36
Recording1	Participant 1	Soup	1	24	1000	Meal	Nutrition Label	Nutrition Label		932
Recording1	Participant 1	Soup	1	25	1000	Meal	Nutrition Label	Nutrition Label		697
Recording1	Participant 1	Soup	1	26	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	27	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	28	1000	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	29	11	Meal	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Soup	1	1	1000	Meal	Picture	Picture		888
Recording1	Participant 1	Soup	1	2	1000	Meal	Picture	Picture		333
Recording1	Participant 1	Soup	1	3	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	4	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	5	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	6	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	7	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	8	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	9	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	10	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	11	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	12	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	13	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	14	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	15	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	16	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	17	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	18	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	19	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	20	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	21	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	22	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	23	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	24	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	25	1000	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	26	1000	Meal	Picture	Picture		408
Recording1	Participant 1	Soup	1	27	1000	Meal	Picture	Picture		23
Recording1	Participant 1	Soup	1	28	1000	Meal	Picture	Picture		349
Recording1	Participant 1	Soup	1	29	11	Meal	Picture	Picture		0
Recording1	Participant 1	Soup	1	1	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	2	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	3	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	4	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	5	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	6	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	7	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	8	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	9	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	10	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	11	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	12	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	13	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	14	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	15	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	16	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	17	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	18	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	19	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	20	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	21	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	22	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	23	1000	Meal	Price	Price		304
Recording1	Participant 1	Soup	1	24	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	25	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	26	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	27	1000	Meal	Price	Price		216
Recording1	Participant 1	Soup	1	28	1000	Meal	Price	Price		0
Recording1	Participant 1	Soup	1	29	11	Meal	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	1	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	2	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	3	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	4	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	5	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	6	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	7	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	8	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	9	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	10	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	11	1000	Dessert	I would buy		I would buy	0
Recording1	Participant 1	Vegan ice cream	1	12	1000	Dessert	I would buy		I would buy	95
Recording1	Participant 1	Vegan ice cream	1	13	613	Dessert	I would buy		I would buy	309
Recording1	Participant 1	Vegan ice cream	1	1	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	2	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	3	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	4	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	5	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	6	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	7	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	8	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	9	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	10	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	11	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	12	1000	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	13	613	Dessert	I would not buy		I would not buy	0
Recording1	Participant 1	Vegan ice cream	1	1	1000	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	2	1000	Dessert	Ingredients	Ingredients		239
Recording1	Participant 1	Vegan ice cream	1	3	1000	Dessert	Ingredients	Ingredients		956
Recording1	Participant 1	Vegan ice cream	1	4	1000	Dessert	Ingredients	Ingredients		912
Recording1	Participant 1	Vegan ice cream	1	5	1000	Dessert	Ingredients	Ingredients		537
Recording1	Participant 1	Vegan ice cream	1	6	1000	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	7	1000	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	8	1000	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	9	1000	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	10	1000	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	11	1000	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	12	1000	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	13	613	Dessert	Ingredients	Ingredients		0
Recording1	Participant 1	Vegan ice cream	1	1	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Vegan ice cream	1	2	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Vegan ice cream	1	3	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Vegan ice cream	1	4	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Vegan ice cream	1	5	1000	Dessert	Nutrition Label	Nutrition Label		315
Recording1	Participant 1	Vegan ice cream	1	6	1000	Dessert	Nutrition Label	Nutrition Label		944
Recording1	Participant 1	Vegan ice cream	1	7	1000	Dessert	Nutrition Label	Nutrition Label		840
Recording1	Participant 1	Vegan ice cream	1	8	1000	Dessert	Nutrition Label	Nutrition Label		876
Recording1	Participant 1	Vegan ice cream	1	9	1000	Dessert	Nutrition Label	Nutrition Label		856
Recording1	Participant 1	Vegan ice cream	1	10	1000	Dessert	Nutrition Label	Nutrition Label		932
Recording1	Participant 1	Vegan ice cream	1	11	1000	Dessert	Nutrition Label	Nutrition Label		817
Recording1	Participant 1	Vegan ice cream	1	12	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Vegan ice cream	1	13	613	Dessert	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Vegan ice cream	1	1	1000	Dessert	Picture	Picture		768
Recording1	Participant 1	Vegan ice cream	1	2	1000	Dessert	Picture	Picture		673
Recording1	Participant 1	Vegan ice cream	1	3	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	4	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	5	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	6	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	7	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	8	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	9	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	10	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	11	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	12	1000	Dessert	Picture	Picture		0
Recording1	Participant 1	Vegan ice cream	1	13	613	Dessert	Picture	Picture		196
Recording1	Participant 1	Vegan ice cream	1	1	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	2	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	3	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	4	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	5	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	6	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	7	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	8	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	9	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	10	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	11	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	12	1000	Dessert	Price	Price		0
Recording1	Participant 1	Vegan ice cream	1	13	613	Dessert	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	1	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	2	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	3	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	4	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	5	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	6	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	7	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	8	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	9	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	10	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	11	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	12	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	13	1000	Snack	I would buy		I would buy	713
Recording1	Participant 1	Veggie crisps	1	14	1000	Snack	I would buy		I would buy	39
Recording1	Participant 1	Veggie crisps	1	15	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	16	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	17	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	18	1000	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	19	719	Snack	I would buy		I would buy	0
Recording1	Participant 1	Veggie crisps	1	1	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	2	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	3	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	4	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	5	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	6	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	7	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	8	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	9	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	10	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	11	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	12	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	13	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	14	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	15	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	16	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	17	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	18	1000	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	19	719	Snack	I would not buy		I would not buy	0
Recording1	Participant 1	Veggie crisps	1	1	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	2	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	3	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	4	1000	Snack	Ingredients	Ingredients		437
Recording1	Participant 1	Veggie crisps	1	5	1000	Snack	Ingredients	Ingredients		928
Recording1	Participant 1	Veggie crisps	1	6	1000	Snack	Ingredients	Ingredients		491
Recording1	Participant 1	Veggie crisps	1	7	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	8	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	9	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	10	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	11	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	12	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	13	1000	Snack	Ingredients	Ingredients		0
Recording1	Participant 1	Veggie crisps	1	14	1000	Snack	Ingredients	Ingredients		705
Recording1	Participant 1	Veggie crisps	1	15	1000	Snack	Ingredients	Ingredients		872
Recording1	Participant 1	Veggie crisps	1	16	1000	Snack	Ingredients	Ingredients		876
Recording1	Participant 1	Veggie crisps	1	17	1000	Snack	Ingredients	Ingredients		1000
Recording1	Participant 1	Veggie crisps	1	18	1000	Snack	Ingredients	Ingredients		980
Recording1	Participant 1	Veggie crisps	1	19	719	Snack	Ingredients	Ingredients		527
Recording1	Participant 1	Veggie crisps	1	1	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	2	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	3	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	4	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	5	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	6	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	7	1000	Snack	Nutrition Label	Nutrition Label		445
Recording1	Participant 1	Veggie crisps	1	8	1000	Snack	Nutrition Label	Nutrition Label		820
Recording1	Participant 1	Veggie crisps	1	9	1000	Snack	Nutrition Label	Nutrition Label		947
Recording1	Participant 1	Veggie crisps	1	10	1000	Snack	Nutrition Label	Nutrition Label		957
Recording1	Participant 1	Veggie crisps	1	11	1000	Snack	Nutrition Label	Nutrition Label		447
Recording1	Participant 1	Veggie crisps	1	12	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	13	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	14	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	15	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	16	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	17	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	18	1000	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	19	719	Snack	Nutrition Label	Nutrition Label		0
Recording1	Participant 1	Veggie crisps	1	1	1000	Snack	Picture	Picture		968
Recording1	Participant 1	Veggie crisps	1	2	1000	Snack	Picture	Picture		900
Recording1	Participant 1	Veggie crisps	1	3	1000	Snack	Picture	Picture		944
Recording1	Participant 1	Veggie crisps	1	4	1000	Snack	Picture	Picture		479
Recording1	Participant 1	Veggie crisps	1	5	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	6	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	7	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	8	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	9	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	10	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	11	1000	Snack	Picture	Picture		385
Recording1	Participant 1	Veggie crisps	1	12	1000	Snack	Picture	Picture		904
Recording1	Participant 1	Veggie crisps	1	13	1000	Snack	Picture	Picture		143
Recording1	Participant 1	Veggie crisps	1	14	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	15	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	16	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	17	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	18	1000	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	19	719	Snack	Picture	Picture		0
Recording1	Participant 1	Veggie crisps	1	1	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	2	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	3	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	4	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	5	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	6	1000	Snack	Price	Price		205
Recording1	Participant 1	Veggie crisps	1	7	1000	Snack	Price	Price		391
Recording1	Participant 1	Veggie crisps	1	8	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	9	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	10	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	11	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	12	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	13	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	14	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	15	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	16	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	17	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	18	1000	Snack	Price	Price		0
Recording1	Participant 1	Veggie crisps	1	19	719	Snack	Price	Price		115
Recording2	Participant 2	Burger	1	1	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Burger	1	2	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Burger	1	3	586	Meal	I would buy		I would buy	0
Recording2	Participant 2	Burger	1	1	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Burger	1	2	1000	Meal	I would not buy		I would not buy	459
Recording2	Participant 2	Burger	1	3	586	Meal	I would not buy		I would not buy	333
Recording2	Participant 2	Burger	1	1	1000	Meal	Ingredients	Ingredients		0
Recording2	Participant 2	Burger	1	2	1000	Meal	Ingredients	Ingredients		0
Recording2	Participant 2	Burger	1	3	586	Meal	Ingredients	Ingredients		0
Recording2	Participant 2	Burger	1	1	1000	Meal	Nutrition Label	Nutrition Label		0
Recording2	Participant 2	Burger	1	2	1000	Meal	Nutrition Label	Nutrition Label		0
Recording2	Participant 2	Burger	1	3	586	Meal	Nutrition Label	Nutrition Label		0
Recording2	Participant 2	Burger	1	1	1000	Meal	Picture	Picture		333
Recording2	Participant 2	Burger	1	2	1000	Meal	Picture	Picture		260
Recording2	Participant 2	Burger	1	3	586	Meal	Picture	Picture		172
Recording2	Participant 2	Burger	1	1	1000	Meal	Price	Price		0
Recording2	Participant 2	Burger	1	2	1000	Meal	Price	Price		0
Recording2	Participant 2	Burger	1	3	586	Meal	Price	Price		0
Recording2	Participant 2	Cereals	1	1	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	2	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	3	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	4	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	5	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	6	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	7	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	8	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	9	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	10	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	11	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	12	1000	Meal	I would buy		I would buy	0
Recording2	Participant 2	Cereals	1	13	1000	Meal	I would buy		I would buy	553
Recording2	Participant 2	Cereals	1	14	530	Meal	I would buy		I would buy	530
Recording2	Participant 2	Cereals	1	1	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	2	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	3	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	4	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	5	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	6	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	7	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	8	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	9	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	10	1000	Meal	I would not buy		I would not buy	0
Recording2	Participant 2	Cereals	1	11	1000	Meal	I would not buy		I would not buy	0
